 .,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
671,UP,Uttar Pradesh,UP_Meerut,Meerut,89614,88,88593,933,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,12189,32,12031,126,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,46710,69,46272,369,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,38741,30,38434,277,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,13221,54,12960,207,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,17060,25,16872,163,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,89068,92,87846,1130,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,21919,23,21548,348,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,14826,18,14655,153,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,39174,70,38675,429,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,11245,26,11109,110,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,9003,11,8891,101,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,25028,19,24563,446,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,16829,5,16776,48,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,5299,2,5255,42,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,11686,14,11570,102,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,16083,33,15861,189,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,19084,35,18792,257,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,17102,15,16943,144,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,17278,3,17018,257,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,99513,153,98371,989,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,16943,75,15634,200,1034,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,7883,16,7684,61,122,0,0,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,15529,28,15120,65,316,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,9624,25,9336,54,209,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,149228,1137,143366,3713,1012,0,0,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,65257,155,62415,1051,1636,0,0,0,0,,
